,Edition,Year,Points type,From,To,Points
8387,rome-1991,1991,Points given,spain,belgium,3
8388,rome-1991,1991,Points given,spain,turkey,2
8389,rome-1991,1991,Points given,spain,germany,1
8390,rome-1991,1991,Points given,united-kingdom,sweden,12
8391,rome-1991,1991,Points given,united-kingdom,israel,10
8392,rome-1991,1991,Points given,united-kingdom,switzerland,8
8393,rome-1991,1991,Points given,united-kingdom,malta,7
8394,rome-1991,1991,Points given,united-kingdom,france,6
8395,rome-1991,1991,Points given,united-kingdom,turkey,5
8396,rome-1991,1991,Points given,united-kingdom,ireland,4
8397,rome-1991,1991,Points given,united-kingdom,luxembourg,3
8398,rome-1991,1991,Points given,united-kingdom,belgium,2
8399,rome-1991,1991,Points given,united-kingdom,spain,1
8400,rome-1991,1991,Points given,cyprus,spain,12
8401,rome-1991,1991,Points given,cyprus,greece,10
8402,rome-1991,1991,Points given,cyprus,switzerland,8
8403,rome-1991,1991,Points given,cyprus,france,7
8404,rome-1991,1991,Points given,cyprus,sweden,6
8405,rome-1991,1991,Points given,cyprus,israel,5
8406,rome-1991,1991,Points given,cyprus,portugal,4
8407,rome-1991,1991,Points given,cyprus,germany,3
8408,rome-1991,1991,Points given,cyprus,luxembourg,2
8409,rome-1991,1991,Points given,cyprus,united kingdom,1
8410,rome-1991,1991,Points given,italy,france,12
8411,rome-1991,1991,Points given,italy,malta,10
8412,rome-1991,1991,Points given,italy,turkey,8
8413,rome-1991,1991,Points given,italy,iceland,7
8414,rome-1991,1991,Points given,italy,united kingdom,6
8415,rome-1991,1991,Points given,italy,belgium,5
8416,rome-1991,1991,Points given,italy,switzerland,4
8417,rome-1991,1991,Points given,italy,ireland,3
8418,rome-1991,1991,Points given,italy,greece,2
8419,rome-1991,1991,Points given,italy,portugal,1
8420,zagreb-1990,1990,Points given,spain,italy,12
8421,zagreb-1990,1990,Points given,spain,ireland,10
8422,zagreb-1990,1990,Points given,spain,germany,8
8423,zagreb-1990,1990,Points given,spain,united kingdom,7
8424,zagreb-1990,1990,Points given,spain,denmark,6
8425,zagreb-1990,1990,Points given,spain,france,5
8426,zagreb-1990,1990,Points given,spain,iceland,4
8427,zagreb-1990,1990,Points given,spain,yugoslavia,3
8428,zagreb-1990,1990,Points given,spain,sweden,2
8429,zagreb-1990,1990,Points given,spain,switzerland,1
8430,zagreb-1990,1990,Points given,greece,switzerland,12
8431,zagreb-1990,1990,Points given,greece,italy,10
8432,zagreb-1990,1990,Points given,greece,spain,8
8433,zagreb-1990,1990,Points given,greece,ireland,7
8434,zagreb-1990,1990,Points given,greece,cyprus,6
8435,zagreb-1990,1990,Points given,greece,united kingdom,5
8436,zagreb-1990,1990,Points given,greece,luxembourg,4
8437,zagreb-1990,1990,Points given,greece,iceland,3
8438,zagreb-1990,1990,Points given,greece,sweden,2
8439,zagreb-1990,1990,Points given,greece,the netherlands,1
8440,zagreb-1990,1990,Points given,belgium,united kingdom,12
8441,zagreb-1990,1990,Points given,belgium,iceland,10
8442,zagreb-1990,1990,Points given,belgium,italy,8
8443,zagreb-1990,1990,Points given,belgium,ireland,7
8444,zagreb-1990,1990,Points given,belgium,germany,6
8445,zagreb-1990,1990,Points given,belgium,cyprus,5
8446,zagreb-1990,1990,Points given,belgium,france,4
8447,zagreb-1990,1990,Points given,belgium,denmark,3
8448,zagreb-1990,1990,Points given,belgium,austria,2
8449,zagreb-1990,1990,Points given,belgium,spain,1
8450,zagreb-1990,1990,Points given,turkey,yugoslavia,12
8451,zagreb-1990,1990,Points given,turkey,spain,10
8452,zagreb-1990,1990,Points given,turkey,italy,8
8453,zagreb-1990,1990,Points given,turkey,austria,7
8454,zagreb-1990,1990,Points given,turkey,switzerland,6
8455,zagreb-1990,1990,Points given,turkey,ireland,5
8456,zagreb-1990,1990,Points given,turkey,france,4
8457,zagreb-1990,1990,Points given,turkey,the netherlands,3
8458,zagreb-1990,1990,Points given,turkey,denmark,2
8459,zagreb-1990,1990,Points given,turkey,iceland,1
8460,zagreb-1990,1990,Points given,the-netherlands,france,12
8461,zagreb-1990,1990,Points given,the-netherlands,ireland,10
8462,zagreb-1990,1990,Points given,the-netherlands,italy,8
8463,zagreb-1990,1990,Points given,the-netherlands,belgium,7
8464,zagreb-1990,1990,Points given,the-netherlands,sweden,6
8465,zagreb-1990,1990,Points given,the-netherlands,greece,5
8466,zagreb-1990,1990,Points given,the-netherlands,israel,4
8467,zagreb-1990,1990,Points given,the-netherlands,turkey,3
8468,zagreb-1990,1990,Points given,the-netherlands,spain,2
8469,zagreb-1990,1990,Points given,the-netherlands,austria,1
8470,zagreb-1990,1990,Points given,luxembourg,germany,12
8471,zagreb-1990,1990,Points given,luxembourg,italy,10
8472,zagreb-1990,1990,Points given,luxembourg,iceland,8
8473,zagreb-1990,1990,Points given,luxembourg,portugal,7
8474,zagreb-1990,1990,Points given,luxembourg,ireland,6
8475,zagreb-1990,1990,Points given,luxembourg,austria,5
8476,zagreb-1990,1990,Points given,luxembourg,belgium,4
8477,zagreb-1990,1990,Points given,luxembourg,united kingdom,3
8478,zagreb-1990,1990,Points given,luxembourg,switzerland,2
8479,zagreb-1990,1990,Points given,luxembourg,the netherlands,1
8480,zagreb-1990,1990,Points given,united-kingdom,iceland,12
8481,zagreb-1990,1990,Points given,united-kingdom,ireland,10
8482,zagreb-1990,1990,Points given,united-kingdom,austria,8
8483,zagreb-1990,1990,Points given,united-kingdom,germany,7
8484,zagreb-1990,1990,Points given,united-kingdom,sweden,6
8485,zagreb-1990,1990,Points given,united-kingdom,yugoslavia,5
8486,zagreb-1990,1990,Points given,united-kingdom,the netherlands,4
8487,zagreb-1990,1990,Points given,united-kingdom,luxembourg,3
8488,zagreb-1990,1990,Points given,united-kingdom,portugal,2
8489,zagreb-1990,1990,Points given,united-kingdom,spain,1
8490,zagreb-1990,1990,Points given,iceland,france,12
8491,zagreb-1990,1990,Points given,iceland,yugoslavia,10
8492,zagreb-1990,1990,Points given,iceland,ireland,8
8493,zagreb-1990,1990,Points given,iceland,denmark,7
8494,zagreb-1990,1990,Points given,iceland,austria,6
8495,zagreb-1990,1990,Points given,iceland,finland,5
8496,zagreb-1990,1990,Points given,iceland,spain,4
8497,zagreb-1990,1990,Points given,iceland,italy,3
8498,zagreb-1990,1990,Points given,iceland,turkey,2
8499,zagreb-1990,1990,Points given,iceland,germany,1
8500,zagreb-1990,1990,Points given,norway,france,12
8501,zagreb-1990,1990,Points given,norway,iceland,10
8502,zagreb-1990,1990,Points given,norway,ireland,8
8503,zagreb-1990,1990,Points given,norway,denmark,7
8504,zagreb-1990,1990,Points given,norway,sweden,6
8505,zagreb-1990,1990,Points given,norway,spain,5
8506,zagreb-1990,1990,Points given,norway,turkey,4
8507,zagreb-1990,1990,Points given,norway,yugoslavia,3
8508,zagreb-1990,1990,Points given,norway,cyprus,2
8509,zagreb-1990,1990,Points given,norway,belgium,1
8510,zagreb-1990,1990,Points given,israel,yugoslavia,12
8511,zagreb-1990,1990,Points given,israel,united kingdom,10
8512,zagreb-1990,1990,Points given,israel,iceland,8
8513,zagreb-1990,1990,Points given,israel,denmark,7
8514,zagreb-1990,1990,Points given,israel,france,6
8515,zagreb-1990,1990,Points given,israel,cyprus,5
8516,zagreb-1990,1990,Points given,israel,norway,4
8517,zagreb-1990,1990,Points given,israel,finland,3
8518,zagreb-1990,1990,Points given,israel,the netherlands,2
8519,zagreb-1990,1990,Points given,israel,italy,1
8520,zagreb-1990,1990,Points given,denmark,switzerland,12
8521,zagreb-1990,1990,Points given,denmark,iceland,10
8522,zagreb-1990,1990,Points given,denmark,ireland,8
8523,zagreb-1990,1990,Points given,denmark,yugoslavia,7
8524,zagreb-1990,1990,Points given,denmark,italy,6
8525,zagreb-1990,1990,Points given,denmark,france,5
8526,zagreb-1990,1990,Points given,denmark,germany,4
8527,zagreb-1990,1990,Points given,denmark,united kingdom,3
8528,zagreb-1990,1990,Points given,denmark,cyprus,2
8529,zagreb-1990,1990,Points given,denmark,norway,1
8530,zagreb-1990,1990,Points given,switzerland,france,12
8531,zagreb-1990,1990,Points given,switzerland,united kingdom,10
8532,zagreb-1990,1990,Points given,switzerland,italy,8
8533,zagreb-1990,1990,Points given,switzerland,iceland,7
8534,zagreb-1990,1990,Points given,switzerland,spain,6
8535,zagreb-1990,1990,Points given,switzerland,ireland,5
8536,zagreb-1990,1990,Points given,switzerland,belgium,4
8537,zagreb-1990,1990,Points given,switzerland,the netherlands,3
8538,zagreb-1990,1990,Points given,switzerland,israel,2
8539,zagreb-1990,1990,Points given,switzerland,denmark,1
8540,zagreb-1990,1990,Points given,germany,spain,12
8541,zagreb-1990,1990,Points given,germany,france,10
8542,zagreb-1990,1990,Points given,germany,belgium,8
8543,zagreb-1990,1990,Points given,germany,ireland,7
8544,zagreb-1990,1990,Points given,germany,italy,6
8545,zagreb-1990,1990,Points given,germany,turkey,5
8546,zagreb-1990,1990,Points given,germany,israel,4
8547,zagreb-1990,1990,Points given,germany,luxembourg,3
8548,zagreb-1990,1990,Points given,germany,sweden,2
8549,zagreb-1990,1990,Points given,germany,united kingdom,1
8550,zagreb-1990,1990,Points given,france,luxembourg,12
8551,zagreb-1990,1990,Points given,france,united kingdom,10
8552,zagreb-1990,1990,Points given,france,belgium,8
8553,zagreb-1990,1990,Points given,france,ireland,7
8554,zagreb-1990,1990,Points given,france,the netherlands,6
8555,zagreb-1990,1990,Points given,france,spain,5
8556,zagreb-1990,1990,Points given,france,italy,4
8557,zagreb-1990,1990,Points given,france,austria,3
8558,zagreb-1990,1990,Points given,france,yugoslavia,2
8559,zagreb-1990,1990,Points given,france,switzerland,1
8560,zagreb-1990,1990,Points given,yugoslavia,france,12
8561,zagreb-1990,1990,Points given,yugoslavia,united kingdom,10
8562,zagreb-1990,1990,Points given,yugoslavia,austria,8
8563,zagreb-1990,1990,Points given,yugoslavia,turkey,7
8564,zagreb-1990,1990,Points given,yugoslavia,italy,6
8565,zagreb-1990,1990,Points given,yugoslavia,switzerland,5
8566,zagreb-1990,1990,Points given,yugoslavia,iceland,4
8567,zagreb-1990,1990,Points given,yugoslavia,spain,3
8568,zagreb-1990,1990,Points given,yugoslavia,luxembourg,2
8569,zagreb-1990,1990,Points given,yugoslavia,israel,1
8570,zagreb-1990,1990,Points given,portugal,iceland,12
8571,zagreb-1990,1990,Points given,portugal,italy,10
8572,zagreb-1990,1990,Points given,portugal,switzerland,8
8573,zagreb-1990,1990,Points given,portugal,denmark,7
8574,zagreb-1990,1990,Points given,portugal,ireland,6
8575,zagreb-1990,1990,Points given,portugal,spain,5
8576,zagreb-1990,1990,Points given,portugal,france,4
8577,zagreb-1990,1990,Points given,portugal,luxembourg,3
8578,zagreb-1990,1990,Points given,portugal,belgium,2
8579,zagreb-1990,1990,Points given,portugal,the netherlands,1
8580,zagreb-1990,1990,Points given,ireland,italy,12
8581,zagreb-1990,1990,Points given,ireland,germany,10
8582,zagreb-1990,1990,Points given,ireland,france,8
8583,zagreb-1990,1990,Points given,ireland,iceland,7
8584,zagreb-1990,1990,Points given,ireland,united kingdom,6
8585,zagreb-1990,1990,Points given,ireland,yugoslavia,5
8586,zagreb-1990,1990,Points given,ireland,denmark,4
8587,zagreb-1990,1990,Points given,ireland,norway,3
8588,zagreb-1990,1990,Points given,ireland,austria,2
8589,zagreb-1990,1990,Points given,ireland,belgium,1
8590,zagreb-1990,1990,Points given,sweden,ireland,12
8591,zagreb-1990,1990,Points given,sweden,italy,10
8592,zagreb-1990,1990,Points given,sweden,iceland,8
8593,zagreb-1990,1990,Points given,sweden,belgium,7
8594,zagreb-1990,1990,Points given,sweden,cyprus,6
8595,zagreb-1990,1990,Points given,sweden,france,5
8596,zagreb-1990,1990,Points given,sweden,germany,4
8597,zagreb-1990,1990,Points given,sweden,denmark,3
8598,zagreb-1990,1990,Points given,sweden,austria,2
8599,zagreb-1990,1990,Points given,sweden,yugoslavia,1
8600,zagreb-1990,1990,Points given,italy,austria,12
8601,zagreb-1990,1990,Points given,italy,yugoslavia,10
8602,zagreb-1990,1990,Points given,italy,spain,8
8603,zagreb-1990,1990,Points given,italy,denmark,7
8604,zagreb-1990,1990,Points given,italy,united kingdom,6
8605,zagreb-1990,1990,Points given,italy,germany,5
8606,zagreb-1990,1990,Points given,italy,cyprus,4
8607,zagreb-1990,1990,Points given,italy,iceland,3
8608,zagreb-1990,1990,Points given,italy,the netherlands,2
8609,zagreb-1990,1990,Points given,italy,luxembourg,1
8610,zagreb-1990,1990,Points given,austria,ireland,12
8611,zagreb-1990,1990,Points given,austria,iceland,10
8612,zagreb-1990,1990,Points given,austria,spain,8
8613,zagreb-1990,1990,Points given,austria,italy,7
8614,zagreb-1990,1990,Points given,austria,denmark,6
8615,zagreb-1990,1990,Points given,austria,luxembourg,5
8616,zagreb-1990,1990,Points given,austria,belgium,4
8617,zagreb-1990,1990,Points given,austria,germany,3
8618,zagreb-1990,1990,Points given,austria,france,2
8619,zagreb-1990,1990,Points given,austria,united kingdom,1
8620,zagreb-1990,1990,Points given,cyprus,italy,12
8621,zagreb-1990,1990,Points given,cyprus,yugoslavia,10
8622,zagreb-1990,1990,Points given,cyprus,spain,8
8623,zagreb-1990,1990,Points given,cyprus,france,7
8624,zagreb-1990,1990,Points given,cyprus,greece,6
8625,zagreb-1990,1990,Points given,cyprus,luxembourg,5
8626,zagreb-1990,1990,Points given,cyprus,denmark,4
8627,zagreb-1990,1990,Points given,cyprus,united kingdom,3
8628,zagreb-1990,1990,Points given,cyprus,the netherlands,2
8629,zagreb-1990,1990,Points given,cyprus,switzerland,1
8630,zagreb-1990,1990,Points given,finland,france,12
8631,zagreb-1990,1990,Points given,finland,spain,10
8632,zagreb-1990,1990,Points given,finland,italy,8
8633,zagreb-1990,1990,Points given,finland,iceland,7
8634,zagreb-1990,1990,Points given,finland,cyprus,6
8635,zagreb-1990,1990,Points given,finland,israel,5
8636,zagreb-1990,1990,Points given,finland,ireland,4
8637,zagreb-1990,1990,Points given,finland,switzerland,3
8638,zagreb-1990,1990,Points given,finland,austria,2
8639,zagreb-1990,1990,Points given,finland,yugoslavia,1
8640,lausanne-1989,1989,Points given,italy,austria,12
8641,lausanne-1989,1989,Points given,italy,the netherlands,10
8642,lausanne-1989,1989,Points given,italy,spain,8
8643,lausanne-1989,1989,Points given,italy,germany,7
8644,lausanne-1989,1989,Points given,italy,united kingdom,6
8645,lausanne-1989,1989,Points given,italy,denmark,5
8646,lausanne-1989,1989,Points given,italy, switzerland,4
8647,lausanne-1989,1989,Points given,italy,france,3
8648,lausanne-1989,1989,Points given,italy,cyprus,2
8649,lausanne-1989,1989,Points given,italy,israel,1
8650,lausanne-1989,1989,Points given,israel,yugoslavia,12
8651,lausanne-1989,1989,Points given,israel,finland,10
8652,lausanne-1989,1989,Points given,israel,austria,8
8653,lausanne-1989,1989,Points given,israel,united kingdom,7
8654,lausanne-1989,1989,Points given,israel,sweden,6
8655,lausanne-1989,1989,Points given,israel,france,5
8656,lausanne-1989,1989,Points given,israel,switzerland,4
8657,lausanne-1989,1989,Points given,israel,cyprus,3
8658,lausanne-1989,1989,Points given,israel,norway,2
8659,lausanne-1989,1989,Points given,israel,denmark,1
8660,lausanne-1989,1989,Points given,ireland,yugoslavia,12
8661,lausanne-1989,1989,Points given,ireland,denmark,10
8662,lausanne-1989,1989,Points given,ireland,finland,8
8663,lausanne-1989,1989,Points given,ireland,israel,7
8664,lausanne-1989,1989,Points given,ireland,france,6
8665,lausanne-1989,1989,Points given,ireland,belgium,5
8666,lausanne-1989,1989,Points given,ireland,united kingdom,4
8667,lausanne-1989,1989,Points given,ireland,the netherlands,3
8668,lausanne-1989,1989,Points given,ireland,germany,2
8669,lausanne-1989,1989,Points given,ireland,cyprus,1
8670,lausanne-1989,1989,Points given,the-netherlands,denmark,12
8671,lausanne-1989,1989,Points given,the-netherlands,switzerland,10
8672,lausanne-1989,1989,Points given,the-netherlands,yugoslavia,8
8673,lausanne-1989,1989,Points given,the-netherlands,united kingdom,7
8674,lausanne-1989,1989,Points given,the-netherlands,finland,6
8675,lausanne-1989,1989,Points given,the-netherlands, belgium,5
8676,lausanne-1989,1989,Points given,the-netherlands,france,4
8677,lausanne-1989,1989,Points given,the-netherlands,israel,3
8678,lausanne-1989,1989,Points given,the-netherlands,norway,2
8679,lausanne-1989,1989,Points given,the-netherlands,greece,1
8680,lausanne-1989,1989,Points given,turkey,yugoslavia,12
8681,lausanne-1989,1989,Points given,turkey,finland,10
8682,lausanne-1989,1989,Points given,turkey,switzerland,8
8683,lausanne-1989,1989,Points given,turkey,ireland,7
8684,lausanne-1989,1989,Points given,turkey,denmark,6
8685,lausanne-1989,1989,Points given,turkey,norway,5
8686,lausanne-1989,1989,Points given,turkey,portugal,4
8687,lausanne-1989,1989,Points given,turkey,austria,3
8688,lausanne-1989,1989,Points given,turkey,spain,2
8689,lausanne-1989,1989,Points given,turkey,united kingdom,1
8690,lausanne-1989,1989,Points given,belgium,austria,12
8691,lausanne-1989,1989,Points given,belgium,yugoslavia,10
8692,lausanne-1989,1989,Points given,belgium,norway,8
8693,lausanne-1989,1989,Points given,belgium,spain,7
8694,lausanne-1989,1989,Points given,belgium,sweden,6
8695,lausanne-1989,1989,Points given,belgium,germany,5
